"시점","항목","과목 및 유형",데이터
"2019","20 ~ 30대 (만원)","취미·교양",0.8
"2019","20 ~ 30대 (만원)","과목: 취업관련 사교육",0.0
"2019","20 ~ 30대 (만원)","과목: 진로·진학 학습상담",0.1
"2019","20 ~ 30대 (만원)","개인과외",1.3
"2019","20 ~ 30대 (만원)","그룹과외",1.6
"2019","20 ~ 30대 (만원)","학원수강",9.9
"2019","20 ~ 30대 (만원)","방문학습지",2.1
"2019","20 ~ 30대 (만원)","유료인터넷 및 통신강좌 등",0.9
"2019","20 ~ 30대 (만원)","개인과외",1.1
"2019","20 ~ 30대 (만원)","그룹과외",0.7
"2019","20 ~ 30대 (만원)","학원수강",8.6
"2019","20 ~ 30대 (만원)","방문수업 및 기타",0.6
"2019","40대 (만원)","국  어",2.5
"2019","40대 (만원)","영  어",10.7
"2019","40대 (만원)","수  학",10.7
"2019","40대 (만원)","사회, 과학",1.5
"2019","40대 (만원)","논  술",1.1
"2019","40대 (만원)","제2외국어, 한문, 컴퓨터 등",0.6
"2019","40대 (만원)","컴퓨터",0.2
"2019","40대 (만원)","제2외국어, 한문 등",0.4
"2019","40대 (만원)","음  악",2.6
"2019","40대 (만원)","미  술",1.3
"2019","40대 (만원)","체  육",3.0
"2019","40대 (만원)","취미·교양",0.7
"2019","40대 (만원)","과목: 취업관련 사교육",0.2
"2019","40대 (만원)","과목: 진로·진학 학습상담",0.1
"2019","40대 (만원)","개인과외",3.7
"2019","40대 (만원)","그룹과외",2.5
"2019","40대 (만원)","학원수강",19.1
"2019","40대 (만원)","방문학습지",1.0
"2019","40대 (만원)","유료인터넷 및 통신강좌 등",0.7
"2019","40대 (만원)","개인과외",1.3
"2019","40대 (만원)","그룹과외",0.6
"2019","40대 (만원)","학원수강",5.5
"2019","40대 (만원)","방문수업 및 기타",0.3
"2019","50대 이상 (만원)","국  어",3.1
"2019","50대 이상 (만원)","영  어",8.7
"2019","50대 이상 (만원)","수  학",11.1
"2019","50대 이상 (만원)","사회, 과학",1.8
"2019","50대 이상 (만원)","논  술",0.7
"2019","50대 이상 (만원)","제2외국어, 한문, 컴퓨터 등",0.5
"2019","50대 이상 (만원)","컴퓨터",0.1
"2019","50대 이상 (만원)","제2외국어, 한문 등",0.3
"2019","50대 이상 (만원)","음  악",1.8
"2019","50대 이상 (만원)","미  술",1.6
"2019","50대 이상 (만원)","체  육",1.6
"2019","50대 이상 (만원)","취미·교양",0.9
"2019","50대 이상 (만원)","과목: 취업관련 사교육",0.3
"2019","50대 이상 (만원)","과목: 진로·진학 학습상담",0.1
"2019","50대 이상 (만원)","개인과외",4.5
"2019","50대 이상 (만원)","그룹과외",2.2
"2019","50대 이상 (만원)","학원수강",18.2
"2019","50대 이상 (만원)","방문학습지",0.3
"2019","50대 이상 (만원)","유료인터넷 및 통신강좌 등",0.6
"2019","50대 이상 (만원)","개인과외",1.3
"2019","50대 이상 (만원)","그룹과외",0.3
"2019","50대 이상 (만원)","학원수강",4.0
"2019","50대 이상 (만원)","방문수업 및 기타",0.2
"2020","20 ~ 30대 (만원)","국  어",1.7
"2020","20 ~ 30대 (만원)","영  어",6.3
"2020","20 ~ 30대 (만원)","수  학",4.6
"2020","20 ~ 30대 (만원)","사회, 과학",0.7
"2020","20 ~ 30대 (만원)","논  술",0.8
"2020","20 ~ 30대 (만원)","제2외국어, 한문, 컴퓨터 등",0.4
"2020","20 ~ 30대 (만원)","컴퓨터",0.1
"2020","20 ~ 30대 (만원)","제2외국어, 한문 등",0.3
"2020","20 ~ 30대 (만원)","음  악",2.2
"2020","20 ~ 30대 (만원)","미  술",1.1
"2020","20 ~ 30대 (만원)","체  육",3.3
"2020","20 ~ 30대 (만원)","취미·교양",0.5
"2020","20 ~ 30대 (만원)","과목: 취업관련 사교육",0.0
"2020","20 ~ 30대 (만원)","과목: 진로·진학 학습상담",0.1
"2020","20 ~ 30대 (만원)","개인과외",1.5
"2020","20 ~ 30대 (만원)","그룹과외",1.4
"2020","20 ~ 30대 (만원)","학원수강",8.7
"2020","20 ~ 30대 (만원)","방문학습지",1.9
"2020","20 ~ 30대 (만원)","유료인터넷 및 통신강좌 등",0.8
"2020","20 ~ 30대 (만원)","개인과외",0.9
"2020","20 ~ 30대 (만원)","그룹과외",0.4
"2020","20 ~ 30대 (만원)","학원수강",5.6
"2020","20 ~ 30대 (만원)","방문수업 및 기타",0.3
"2020","40대 (만원)","국  어",2.7
"2020","40대 (만원)","영  어",10.7
"2020","40대 (만원)","수  학",11.0
"2020","40대 (만원)","사회, 과학",1.6
"2020","40대 (만원)","논  술",1.0
"2020","40대 (만원)","제2외국어, 한문, 컴퓨터 등",0.4
"2020","40대 (만원)","컴퓨터",0.1
"2020","40대 (만원)","제2외국어, 한문 등",0.3
"2020","40대 (만원)","음  악",2.0
"2020","40대 (만원)","미  술",1.1
"2020","40대 (만원)","체  육",2.3
"2020","40대 (만원)","취미·교양",0.5
"2020","40대 (만원)","과목: 취업관련 사교육",0.2
"2020","40대 (만원)","과목: 진로·진학 학습상담",0.1
"2020","40대 (만원)","개인과외",3.9
"2020","40대 (만원)","그룹과외",2.6
"2020","40대 (만원)","학원수강",19.2
"2020","40대 (만원)","방문학습지",1.0
"2020","40대 (만원)","유료인터넷 및 통신강좌 등",0.8
"2020","40대 (만원)","개인과외",1.2
"2020","40대 (만원)","그룹과외",0.5
"2020","40대 (만원)","학원수강",3.9
"2020","40대 (만원)","방문수업 및 기타",0.2
"2020","50대 이상 (만원)","국  어",3.5
"2020","50대 이상 (만원)","영  어",9.7
"2020","50대 이상 (만원)","수  학",12.3
"2020","50대 이상 (만원)","사회, 과학",2.0
"2020","50대 이상 (만원)","논  술",0.8
"2020","50대 이상 (만원)","제2외국어, 한문, 컴퓨터 등",0.3
"2020","50대 이상 (만원)","컴퓨터",0.1
"2020","50대 이상 (만원)","제2외국어, 한문 등",0.2
"2020","50대 이상 (만원)","음  악",1.4
"2020","50대 이상 (만원)","미  술",1.4
"2020","50대 이상 (만원)","체  육",1.4
"2020","50대 이상 (만원)","취미·교양",0.6
"2020","50대 이상 (만원)","과목: 취업관련 사교육",0.3
"2020","50대 이상 (만원)","과목: 진로·진학 학습상담",0.2
"2020","50대 이상 (만원)","개인과외",4.7
"2020","50대 이상 (만원)","그룹과외",2.4
"2020","50대 이상 (만원)","학원수강",20.6
"2020","50대 이상 (만원)","방문학습지",0.3
"2020","50대 이상 (만원)","유료인터넷 및 통신강좌 등",0.7
"2020","50대 이상 (만원)","개인과외",1.0
"2020","50대 이상 (만원)","그룹과외",0.4
"2020","50대 이상 (만원)","학원수강",3.3
"2020","50대 이상 (만원)","방문수업 및 기타",0.1
"2021","20 ~ 30대 (만원)","국  어",2.1
"2021","20 ~ 30대 (만원)","영  어",8.4
"2021","20 ~ 30대 (만원)","수  학",5.7
"2021","20 ~ 30대 (만원)","사회, 과학",0.8
"2021","20 ~ 30대 (만원)","논  술",1.1
"2021","20 ~ 30대 (만원)","제2외국어, 한문, 컴퓨터 등",0.5
"2021","20 ~ 30대 (만원)","컴퓨터",0.2
"2021","20 ~ 30대 (만원)","제2외국어, 한문 등",0.4
"2021","20 ~ 30대 (만원)","음  악",3.5
"2021","20 ~ 30대 (만원)","미  술",1.8
"2021","20 ~ 30대 (만원)","체  육",5.0
"2021","20 ~ 30대 (만원)","취미·교양",0.6
"2021","20 ~ 30대 (만원)","과목: 취업관련 사교육",0.0
"2021","20 ~ 30대 (만원)","과목: 진로·진학 학습상담",0.1
"2021","20 ~ 30대 (만원)","개인과외",1.8
"2021","20 ~ 30대 (만원)","그룹과외",1.7
"2021","20 ~ 30대 (만원)","학원수강",11.6
"2021","20 ~ 30대 (만원)","방문학습지",1.9
"2021","20 ~ 30대 (만원)","유료인터넷 및 통신강좌 등",1.4
"2021","20 ~ 30대 (만원)","개인과외",1.0
"2021","20 ~ 30대 (만원)","그룹과외",0.6
"2021","20 ~ 30대 (만원)","학원수강",9.0
"2021","20 ~ 30대 (만원)","방문수업 및 기타",0.3
"2021","40대 (만원)","국  어",3.2
"2021","40대 (만원)","영  어",12.4
"2021","40대 (만원)","수  학",12.0
"2021","40대 (만원)","사회, 과학",1.8
"2021","40대 (만원)","논  술",1.3
"2021","40대 (만원)","제2외국어, 한문, 컴퓨터 등",0.6
"2021","40대 (만원)","컴퓨터",0.2
"2021","40대 (만원)","제2외국어, 한문 등",0.3
"2021","40대 (만원)","음  악",2.6
"2021","40대 (만원)","미  술",1.5
"2021","40대 (만원)","체  육",3.2
"2021","40대 (만원)","취미·교양",0.7
"2021","40대 (만원)","과목: 취업관련 사교육",0.2
"2021","40대 (만원)","과목: 진로·진학 학습상담",0.1
"2021","40대 (만원)","개인과외",4.3
"2021","40대 (만원)","그룹과외",2.6
"2021","40대 (만원)","학원수강",22.1
"2021","40대 (만원)","방문학습지",1.0
"2021","40대 (만원)","유료인터넷 및 통신강좌 등",1.3
"2021","40대 (만원)","개인과외",1.2
"2021","40대 (만원)","그룹과외",0.5
"2021","40대 (만원)","학원수강",6.0
"2021","40대 (만원)","방문수업 및 기타",0.2
"2021","50대 이상 (만원)","국  어",4.3
"2021","50대 이상 (만원)","영  어",11.2
"2021","50대 이상 (만원)","수  학",13.7
"2021","50대 이상 (만원)","사회, 과학",2.4
"2021","50대 이상 (만원)","논  술",0.9
"2021","50대 이상 (만원)","제2외국어, 한문, 컴퓨터 등",0.5
"2021","50대 이상 (만원)","컴퓨터",0.2
"2021","50대 이상 (만원)","제2외국어, 한문 등",0.3
"2021","50대 이상 (만원)","음  악",1.7
"2021","50대 이상 (만원)","미  술",1.6
"2021","50대 이상 (만원)","체  육",1.9
"2021","50대 이상 (만원)","취미·교양",0.7
"2021","50대 이상 (만원)","과목: 취업관련 사교육",0.3
"2021","50대 이상 (만원)","과목: 진로·진학 학습상담",0.2
"2021","50대 이상 (만원)","개인과외",5.6
"2021","50대 이상 (만원)","그룹과외",2.5
"2021","50대 이상 (만원)","학원수강",23.2
"2021","50대 이상 (만원)","방문학습지",0.5
"2021","50대 이상 (만원)","유료인터넷 및 통신강좌 등",1.1
"2021","50대 이상 (만원)","개인과외",1.1
"2021","50대 이상 (만원)","그룹과외",0.4
"2021","50대 이상 (만원)","학원수강",4.2
"2021","50대 이상 (만원)","방문수업 및 기타",0.1
